Workclass,Education,Marital-Status,Occupation,Relationship,Race,Sex,Native_country
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female, United-States
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female, El-Salvador
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male, Mexico
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Separated, Machine-op-inspct, Unmarried, Black, Female, United-States
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States
 Local-gov, HS-grad, Never-married, Protective-serv, Own-child, Black, Female, United-States
 Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female, United-States
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Federal-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States
 Local-gov, Masters, Separated, Exec-managerial, Unmarried, Black, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male, United-States
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, United-States
 Local-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male, United-States
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, Cambodia
 Private, 9th, Never-married, Other-service, Own-child, Black, Male, United-States
 Private, 1st-4th, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female, United-States
 Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female, United-States
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States
 Private, Masters, Never-married, Sales, Not-in-family, White, Male, United-States
 Private, HS-grad, Separated, Transport-moving, Other-relative, Black, Male, United-States
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Other-relative, White, Male, Mexico
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female, United-States
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Some-college, Divorced, Other-service, Not-in-family, White, Female, United-States
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male, United-States
 Private, 11th, Never-married, Craft-repair, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female, United-States
 Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male, United-States
 Private, 10th, Divorced, Other-service, Unmarried, White, Female, United-States
 Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male, United-States
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male, United-States
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Local-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male, United-States
 Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Some-college, Divorced, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Other-relative, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States
 Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States
 Self-emp-not-inc, 11th, Divorced, Exec-managerial, Unmarried, White, Female, United-States
 Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States
 Private, Some-college, Widowed, Sales, Not-in-family, White, Female, United-States
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States
 Private, 1st-4th, Married-civ-spouse, Protective-serv, Other-relative, White, Male, Mexico
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male, Philippines
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Unmarried, White, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male, United-States
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Bachelors, Never-married, Tech-support, Own-child, White, Female, United-States
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male, Puerto-Rico
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Nicaragua
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States
 Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Male, United-States
 Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female, United-States
 Private, Some-college, Separated, Tech-support, Unmarried, Black, Female, United-States
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States
 Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female, United-States
 Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male, United-States
 Private, 7th-8th, Never-married, Farming-fishing, Other-relative, Other, Male, Mexico
 Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, 10th, Divorced, Other-service, Unmarried, Black, Female, United-States
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Female, United-States
 Private, Some-college, Never-married, Sales, Other-relative, Black, Female, United-States
 Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States
 Private, 10th, Never-married, Sales, Own-child, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female, United-States
